City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,dhuusamarreeb,5.535,46.3861,27.33,62,77,7.26,SO,1728846393
365,vila do maio,15.1333,-23.2167,27.58,75,0,2.95,CV,1728846394
366,tuy hoa,13.0833,109.3,24.02,94,76,1.53,VN,1728846395
367,waterloo,43.4668,-80.5164,11.98,71,100,4.63,CA,1728846224
368,tecolots,32.5667,-114.9833,32.99,8,0,1.76,MX,1728846397
369,ulanhot,46.0833,122.0833,13.74,67,58,5.78,CN,1728846398
370,usogorsk,63.4106,48.6872,2.43,80,100,2.43,RU,1728846400
371,shalkar,47.8288,59.6258,1.27,47,26,8.02,KZ,1728846401
372,aswan,24.0934,32.907,31.46,18,0,4.76,EG,1728846402
373,tandur,17.2333,77.5833,23.07,90,83,2.63,IN,1728846403
374,wum,6.3833,10.0667,19.03,94,100,0.89,CM,1728846404
375,dwarka,22.2394,68.9678,27.27,83,100,5.22,IN,1728846406
376,praia da vitoria,38.7333,-27.0667,19.78,98,100,8.31,PT,1728846407
377,nereta,56.2066,25.313,8.59,63,100,3.93,LV,1728846408
378,bhisho,-32.8472,27.4422,16.17,95,64,1.5,ZA,1728846409
379,dudinka,69.4058,86.1778,1.06,99,100,8.26,RU,1728846260
380,tucuma,-0.1833,-50.05,31.46,57,99,5.99,BR,1728846411
381,susuman,62.7833,148.1667,-10.66,99,99,0.84,RU,1728846413
382,vorkuta,67.5,64.0,-1.67,96,54,6.23,RU,1728846414
383,uyar,55.81,94.3153,-4.78,62,96,2.01,RU,1728846415
384,khandyga,62.6667,135.6,-7.74,94,100,1.0,RU,1728846416
385,springbok,-29.6643,17.8865,15.88,57,11,3.31,ZA,1728846133
386,dalhart,36.0595,-102.5133,23.01,28,0,5.14,US,1728846197
387,envira,-7.3,-70.2167,34.76,37,100,0.73,BR,1728846192
388,lajinha,-20.1514,-41.6228,26.19,56,80,3.0,BR,1728846420
389,yambio,4.5721,28.3955,21.2,95,94,1.42,SS,1728846421
390,along,28.1667,94.7667,14.83,93,13,0.44,IN,1728846423
391,cativa,9.3606,-79.8436,27.84,82,100,3.13,PA,1728846424
392,tucurui,-3.7661,-49.6725,35.21,34,99,3.34,BR,1728846425
393,altay,47.8667,88.1167,3.13,76,66,1.89,CN,1728846426
394,amurzet,47.6967,131.0981,7.62,61,100,2.11,RU,1728846428
395,terrace,54.5163,-128.6035,10.95,100,100,2.06,CA,1728846166
396,kegeyli shahar,42.7767,59.6078,6.09,59,6,2.68,UZ,1728846431
397,shimoda,34.6667,138.95,18.59,75,82,6.36,JP,1728846434
398,sovetskaya gavan',48.9723,140.2878,3.84,53,15,1.81,RU,1728846435
399,kingston,17.997,-76.7936,33.53,62,20,9.26,JM,1728846241
400,fukuecho,32.6881,128.8419,22.7,63,10,2.35,JP,1728846437
401,bima,-8.4667,118.7167,23.78,94,27,1.87,ID,1728846438
402,gusinoozyorsk,51.2833,106.5,-3.01,67,29,8.1,RU,1728846439
403,figuig (centre),32.1089,-1.2286,26.07,28,76,5.24,MA,1728846429
404,qamdo,31.1667,97.2333,1.5,68,2,0.38,CN,1728846157
405,rizokarpaso,35.6,34.375,24.51,73,1,2.24,CY,1728846442
406,ulladulla,-35.35,150.4667,12.33,73,64,2.65,AU,1728846443
407,la carlota,10.4233,122.9208,26.02,84,100,2.07,PH,1728846446
408,dodge city,37.7528,-100.0171,22.91,30,0,5.66,US,1728846447
409,belmonte,-15.8631,-38.8828,27.34,69,53,3.92,BR,1728846448
410,kamyshevatskaya,46.4132,37.9563,16.95,87,99,5.31,RU,1728846449
411,kayes,14.0,-11.0,27.22,76,100,4.16,ML,1728846451
412,ternate,0.8,127.4,27.22,77,4,0.73,ID,1728846452
413,sabratah,32.7933,12.4885,25.47,62,4,6.18,LY,1728846453
414,lisala,2.15,21.5167,21.81,98,95,1.92,CD,1728846455
415,kosh-agach,50.0,88.6667,0.06,65,100,0.48,RU,1728846456
416,malabrigo,-29.3464,-59.9696,31.12,32,6,2.87,AR,1728846457
417,napili-honokowai,20.9708,-156.6705,27.64,75,21,5.53,US,1728846458
418,nabisar,25.0685,69.6419,27.17,55,76,3.34,PK,1728846459
419,amarillo,35.222,-101.8313,24.88,41,0,5.14,US,1728846460
420,bandundu,-3.3167,17.3667,25.1,77,100,1.72,CD,1728846461
421,ingeniero jacobacci,-41.3427,-69.5448,17.21,22,0,6.6,AR,1728846462
422,antofagasta,-23.65,-70.4,17.6,75,18,3.75,CL,1728846320
423,kayangel,8.0823,134.7173,28.95,71,63,3.14,PW,1728846464
424,crane,31.3974,-102.3501,33.62,11,4,4.07,US,1728846465
425,kamaishi,39.2667,141.8833,12.17,87,27,2.05,JP,1728846467
426,general acha,-37.377,-64.6043,25.23,35,95,8.62,AR,1728846468
427,arteche,12.2645,125.4048,25.98,87,14,1.3,PH,1728846469
428,ciudad bolivar,8.1222,-63.5497,32.53,50,100,2.88,VE,1728846470
429,kyzyl,51.7,94.45,-0.99,66,4,2.79,RU,1728846344
430,kristiansund,63.1115,7.732,5.63,81,75,4.63,NO,1728846472
431,claiborne,32.516,-92.1918,32.63,43,0,5.66,US,1728846473
432,tukrah,32.5341,20.5791,23.22,64,6,6.55,LY,1728846476
433,touros,-5.1989,-35.4608,27.37,67,3,6.41,BR,1728846477
434,argo,37.6333,22.7333,20.95,82,13,1.31,GR,1728846478
435,pori,61.4833,21.7833,6.04,87,0,1.54,FI,1728846479
436,villamontes,-21.25,-63.5,29.02,48,100,0.8,BO,1728846480
437,maine soroa,13.2114,12.0241,34.31,22,84,2.21,NE,1728846481
438,labuan,5.2767,115.2417,28.02,77,10,0.51,MY,1728846482
439,bandarbeyla,9.4942,50.8122,26.98,80,5,4.69,SO,1728846483
440,mbarara,-0.608,30.65,18.86,71,71,0.63,UG,1728846484
441,mendaha,-1.0333,103.5833,23.83,98,100,1.64,ID,1728846486
442,mont belvieu,29.8477,-94.8908,32.78,57,0,3.75,US,1728846487
443,saquarema,-22.92,-42.5103,22.79,78,98,4.68,BR,1728846203
444,kokpekty,48.75,82.4,0.85,64,100,2.81,KZ,1728846489
445,naraina,26.7833,75.2,25.56,63,100,2.62,IN,1728846490
446,mzimba,-11.9,33.6,19.23,56,1,2.55,MW,1728846491
447,luderitz,-26.6481,15.1594,18.66,62,9,13.74,NA,1728846492
448,ulverstone,-41.15,146.1667,10.96,97,40,3.15,AU,1728846493
449,zandvoort,52.3749,4.5341,10.53,76,20,3.09,NL,1728846494
450,alotau,-10.3069,150.4462,23.53,98,66,1.37,PG,1728846495
451,opuwo,-18.0607,13.84,27.04,13,3,3.95,NA,1728846496
452,yigo village,13.5361,144.8886,25.97,89,20,2.06,GU,1728846497
453,holualoa,19.6228,-155.9522,25.91,74,0,3.09,US,1728846498
454,aracuai,-16.8497,-42.0703,33.82,36,66,5.41,BR,1728846500
455,kilindoni,-7.9139,39.6668,25.72,79,35,5.37,TZ,1728846501
456,okhotsk,59.3833,143.3,0.86,77,42,2.57,RU,1728846502
457,bonthe,7.5264,-12.505,26.37,82,99,3.71,SL,1728846503
458,guerrero negro,27.9769,-114.0611,26.41,51,0,6.33,MX,1728846381
459,makassar,-5.14,119.4221,26.03,78,20,0.51,ID,1728846505
460,marrakesh,31.6315,-8.0083,24.08,94,75,4.12,MA,1728846348
461,san matias,-16.3667,-58.4,37.8,30,58,4.76,BO,1728846507
462,kill devil hills,36.0307,-75.676,24.99,46,0,7.72,US,1728846376
463,buka,40.8108,69.1986,15.46,62,100,3.97,UZ,1728846509
464,midvagur,62.0511,-7.1939,3.46,70,75,4.63,FO,1728846510
465,cidreira,-30.1811,-50.2056,19.68,76,0,9.62,BR,1728846511
466,fauske,67.2588,15.3918,7.75,86,100,2.64,NO,1728846513
467,san francisco de la paz,14.9,-86.2,22.88,93,100,1.81,HN,1728846514
468,ta`u,-14.2336,-169.5144,26.58,76,96,7.54,AS,1728846515
469,lugovoye,42.9094,72.7178,12.36,87,100,2.84,KZ,1728846516
470,san juan,-31.5375,-68.5364,26.65,35,13,5.33,AR,1728846512
471,al bahah,20.0129,41.4677,19.36,57,90,0.99,SA,1728846518
472,ponta delgada,37.7333,-25.6667,23.4,94,75,4.63,PT,1728846520
473,whakatane,-37.9585,176.9854,12.51,98,100,2.68,NZ,1728846521
474,sofifi,0.7349,127.576,27.05,81,32,0.7,ID,1728846522
475,danshui,22.7984,114.4672,24.05,86,2,1.63,CN,1728846523
476,bikenibeu village,1.3673,173.1241,28.58,71,9,7.12,KI,1728846524
477,belize city,17.4995,-88.1976,29.45,75,75,3.09,BZ,1728846408
478,mucurici,-18.0933,-40.5158,26.63,66,100,6.57,BR,1728846527
479,malango,-2.9627,119.9001,20.11,99,100,0.43,ID,1728846528
480,harstad,68.799,16.5293,6.2,91,100,10.73,NO,1728846529
481,porto novo,6.4965,2.6036,25.9,90,100,2.33,BJ,1728846333
482,tanjung pinang,0.9167,104.45,27.71,77,98,1.56,ID,1728846531
483,tokonou,9.65,-9.7833,22.3,90,31,0.47,GN,1728846532
484,englewood,39.6478,-104.9878,20.67,36,40,3.09,US,1728846253
485,uliastay,47.7417,96.8444,0.28,69,2,1.22,MN,1728846534
486,al jadid,27.05,14.4,32.04,22,8,4.72,LY,1728846535
487,sitia,35.2,26.0986,22.48,78,74,4.94,GR,1728846536
488,queenstown,-31.8976,26.8753,21.49,55,0,2.2,ZA,1728846538
489,lorca,37.6712,-1.7017,21.04,73,25,3.24,ES,1728846539
490,macapa,0.0389,-51.0664,32.99,58,40,6.69,BR,1728846367
491,santiago de cao,-7.9589,-79.2392,19.07,82,75,5.66,PE,1728846541
492,prince albert,53.2001,-105.7677,8.77,43,34,2.96,CA,1728846542
493,tamandare,-8.7597,-35.1047,26.88,67,1,4.73,BR,1728846543
494,oranjemund,-28.55,16.4333,15.26,91,37,9.01,NA,1728846544
495,pariaman,-0.619,100.12,23.03,93,100,5.53,ID,1728846545
496,port moresby,-9.4431,147.1797,24.18,92,100,2.02,PG,1728846546
497,codrington,-38.2667,141.9667,11.33,93,9,4.87,AU,1728846547
498,utrik,11.2278,169.8474,28.08,77,100,6.01,MH,1728846549
499,zuunmod,47.7069,106.9528,-6.43,77,100,6.16,MN,1728846290
500,vinaros,40.4703,0.4756,20.14,79,100,1.04,ES,1728846551
501,bologoye,57.8799,34.1068,5.56,90,100,5.26,RU,1728846552
502,mwene-ditu,-7.0,23.45,20.67,81,90,1.42,CD,1728846553
503,ruzayevka,54.0639,44.9509,1.52,46,0,5.08,RU,1728846504
504,itaituba,-4.2761,-55.9836,35.96,38,100,3.7,BR,1728846555
505,magadan,59.5667,150.8,1.18,92,96,1.85,RU,1728846556
506,luang namtha,20.9497,101.4011,21.13,96,18,0.42,LA,1728846557
507,cockburn town,21.4612,-71.1419,29.12,75,90,5.04,TC,1728846558
508,viedma,-40.8135,-62.9967,25.76,13,0,5.17,AR,1728846559
509,cabedelo,-6.9811,-34.8339,29.37,68,6,5.42,BR,1728846560
510,yasothon,15.75,104.1333,24.0,84,100,3.13,TH,1728846561
511,andergrove,-21.0833,149.1833,22.44,75,100,8.49,AU,1728846563
512,le port,-20.9373,55.2919,22.45,80,2,3.06,RE,1728846564
513,kalevala,65.2,31.1667,2.84,96,100,2.01,RU,1728846565
514,elliot lake,46.3834,-82.6331,11.51,30,40,3.05,CA,1728846566
515,cooper's town,26.8667,-77.5167,25.81,84,90,6.78,BS,1728846567
516,gudur,14.1333,79.85,26.61,85,100,1.36,IN,1728846568
517,chinchilla,-26.75,150.6333,15.57,87,100,0.45,AU,1728846570
518,kostroma,57.7708,40.9344,4.17,57,100,6.49,RU,1728846571
519,minna,9.6139,6.5569,24.92,84,82,1.7,NG,1728846572
520,anguera,-12.151,-39.2453,33.88,33,90,6.9,BR,1728846573
521,pelabuhanratu,-6.9875,106.5514,25.79,90,99,1.6,ID,1728846574
522,yokadouma,3.5167,15.05,20.17,99,82,1.18,CM,1728846576
523,talakan,50.3167,130.3667,7.45,67,100,3.5,RU,1728846577
524,gunjur,13.2019,-16.7339,27.04,89,75,2.06,GM,1728846578
525,nikolayevsk-on-amure,53.1406,140.73,2.37,78,100,1.73,RU,1728846579
526,candelaria,13.9311,121.4233,24.1,96,80,1.56,PH,1728846580
527,ain sefra,32.75,-0.5833,24.68,34,99,6.87,DZ,1728846581
528,conde,-7.2597,-34.9075,28.7,58,0,5.14,BR,1728846582
529,batang,-6.4846,110.7083,27.3,77,100,1.85,ID,1728846583
530,amga,60.8953,131.9608,-8.72,96,100,1.08,RU,1728846584
531,wotje,9.4543,170.2367,28.28,77,17,6.81,MH,1728846585
532,qalat,32.1058,66.9083,16.83,16,0,1.61,AF,1728846586
533,woolgoolga,-30.1106,153.2007,13.93,72,100,2.81,AU,1728846587
534,matelandia,-25.2408,-53.9964,30.63,37,99,2.56,BR,1728846588
535,minas de matahambre,22.5887,-83.9447,29.28,70,100,1.73,CU,1728846589
536,san luis de la loma,17.2706,-100.8939,28.67,74,55,2.78,MX,1728846591
537,guanare,9.0418,-69.7421,27.9,79,80,0.17,VE,1728846592
538,middelburg,-25.7751,29.4648,23.47,33,15,5.65,ZA,1728846593
539,sarangani,5.4033,125.4636,29.4,73,38,5.15,PH,1728846594
540,nova sintra,14.8667,-24.7167,27.74,71,36,0.97,CV,1728846595
541,luena,-11.7833,19.9167,19.91,48,73,2.21,AO,1728846596
542,jaspur,29.2833,78.8167,22.17,64,81,1.49,IN,1728846597
543,hilo,19.7297,-155.09,27.27,80,75,3.09,US,1728846598
544,kavieng,-2.5744,150.7967,27.77,80,87,4.99,PG,1728846600
545,general conesa,-40.1,-64.4333,26.07,14,0,4.5,AR,1728846601
546,myeik,12.4333,98.6,26.37,87,100,2.04,MM,1728846493
547,kertih,4.5141,103.4483,25.05,94,100,1.72,MY,1728846603
548,ribeira brava,32.65,-17.0667,22.35,70,55,2.7,PT,1728846604
549,mount isa,-20.7333,139.5,18.87,82,0,3.09,AU,1728846605
550,la sarre,48.8002,-79.1996,6.44,47,46,3.68,CA,1728846606
551,sijunjung,-0.6876,100.9537,22.67,99,99,0.71,ID,1728846608
552,nombre de dios,23.85,-104.2333,23.84,22,0,1.1,MX,1728846609
553,san ignacio,17.1561,-89.0714,33.44,43,99,1.11,BZ,1728846610
554,paita,-5.0892,-81.1144,21.49,73,21,7.67,PE,1728846611
555,tocopilla,-22.092,-70.1979,20.57,63,19,4.02,CL,1728846613
556,ixtapa,20.7,-105.2,31.79,62,20,4.12,MX,1728846614
557,malmberget,67.1753,20.6549,3.31,93,75,3.6,SE,1728846615
558,codajas,-3.8367,-62.0569,37.07,33,79,3.45,BR,1728846616
559,east end,34.5507,-92.341,31.55,45,86,2.45,US,1728846619
560,varadero,23.1536,-81.2514,30.42,77,97,2.09,CU,1728846418
561,mukalla,14.5425,49.1242,27.92,65,66,1.69,YE,1728846621
562,altai,46.3722,96.2583,-0.06,68,0,0.44,MN,1728846622
563,pocahontas,36.2615,-90.9712,27.93,50,0,5.66,US,1728846623
564,taoyuan city,24.9937,121.297,26.67,83,20,3.09,TW,1728846624
565,zima,53.9202,102.0442,-6.45,72,100,0.75,RU,1728846625
566,horazdovice,49.3207,13.701,7.44,70,100,6.22,CZ,1728846626
567,whangarei,-35.7317,174.3239,9.18,94,74,1.16,NZ,1728846482
